code,name_th,name_en,latitude,longitude,district_id,zip_code
451403,บ้านแจ้ง,Ban Chaeng,15.865,103.925,4514,45160
451404,หน่อม,Nom,15.808,103.955,4514,45160
451405,หนองหมื่นถ่าน,Nong Muen Than,15.755,103.937,4514,45160
451406,หนองขาม,Nong Kham,15.800,103.867,4514,45160
451407,โหรา,Hora,15.854,103.802,4514,45160
451408,หนองบัว,Nong Bua,15.861,103.765,4514,45160
451409,ขี้เหล็ก,Khilek,15.903,103.791,4514,45160
451501,เมยวดี,Moei Wadi,16.395,104.167,4515,45250
451502,ชุมพร,Chumphon,16.342,104.067,4515,45250
451503,บุ่งเลิศ,Bung Loet,16.416,104.123,4515,45250
451504,ชมสะอาด,Chom Sa-at,16.393,104.098,4515,45250
451601,โพธิ์ทอง,Pho Thong,15.973,103.535,4516,45000
451602,ศรีสมเด็จ,Si Somdet,15.980,103.474,4516,45000
451603,เมืองเปลือย,Mueang Plueai,16.011,103.551,4516,45000
451604,หนองใหญ่,Nong Yai,16.044,103.541,4516,45000
451605,สวนจิก,Suan Chik,16.034,103.492,4516,45280
451606,โพธิ์สัย,Pho Sai,16.096,103.475,4516,45280
451607,หนองแวงควง,Nong Waeng Khuang,15.950,103.506,4516,45000
451608,บ้านบาก,Ban Bak,15.987,103.518,4516,45000
451701,ดินดำ,Din Dam,16.183,103.679,4517,45000
451702,ปาฝา,Pa Fa,16.140,103.637,4517,45000
451703,ม่วงลาด,Muang Lat,16.204,103.543,4517,45000
451704,จังหาร,Changhan,16.140,103.594,4517,45000
451705,ดงสิงห์,Dong Sing,16.175,103.580,4517,45000
451706,ยางใหญ่,Yang Yai,16.132,103.679,4517,45000
451707,ผักแว่น,Phak Waen,16.174,103.535,4517,45000
451708,แสนชาติ,Saen Chat,16.176,103.639,4517,45000
451801,เชียงขวัญ,Chiang Khwan,16.191,103.724,4518,45000
451802,พลับพลา,Phlapphla,16.135,103.782,4518,45170
451803,พระธาตุ,Phra That,16.160,103.769,4518,45000
451804,พระเจ้า,Phra Chao,16.128,103.741,4518,45000
451805,หมูม้น,Mu Mon,16.101,103.705,4518,45170
451806,บ้านเขือง,Ban Khueang,16.150,103.710,4518,45000
451901,หนองฮี,Nong Hi,15.621,104.000,4519,45140
451902,สาวแห,Sao Hae,15.550,104.062,4519,45140
451903,ดูกอึ่ง,Duk Ueng,15.559,104.016,4519,45140
451904,เด่นราษฎร์,Den Rat,15.582,103.965,4519,45140
452001,ทุ่งเขาหลวง,Thung Khao Luang,16.032,103.853,4520,45170
452002,เทอดไทย,Thoet Thai,15.963,103.866,4520,45170
452003,บึงงาม,Bueng Ngam,15.986,103.894,4520,45170
452004,มะบ้า,Maba,16.039,103.889,4520,45170
452005,เหล่า,Lao,15.965,103.827,4520,45170
460101,กาฬสินธุ์,Kalasin,16.437,103.522,4601,46000
460102,เหนือ,Nuea,16.442,103.574,4601,46000
460103,หลุบ,Lup,16.393,103.512,4601,46000
460104,ไผ่,Phai,16.522,103.575,4601,46000
460105,ลำปาว,Lam Pao,16.591,103.496,4601,46000
460106,ลำพาน,Lam Phan,16.457,103.484,4601,46000
460107,เชียงเครือ,Chiang Khruea,16.434,103.612,4601,46000
460108,บึงวิชัย,Bueng Wichai,16.500,103.499,4601,46000
460109,ห้วยโพธิ์,Huai Pho,16.392,103.578,4601,46000
460111,ภูปอ,Phu Po,16.590,103.615,4601,46000
460113,ภูดิน,Phu Din,16.636,103.528,4601,46000
460115,หนองกุง,Nong Kung,16.534,103.526,4601,46000
460116,กลางหมื่น,Klang Muen,16.518,103.641,4601,46000
460117,ขมิ้น,Khamin,16.607,103.569,4601,46000
460119,โพนทอง,Phon Thong,16.478,103.548,4601,46000
460120,นาจารย์,Na Chan,16.561,103.643,4601,46000
460121,ลำคลอง,Lam Khlong,16.587,103.450,4601,46000
460201,นามน,Na Mon,16.561,103.776,4602,46230
460202,ยอดแกง,Yot Kaeng,16.622,103.735,4602,46230
460203,สงเปลือย,Song Plueai,16.624,103.793,4602,46230
460204,หลักเหลี่ยม,Lak Liam,16.548,103.820,4602,46230
460205,หนองบัว,Nong Bua,16.537,103.855,4602,46230
460301,กมลาไสย,Kamalasai,16.310,103.551,4603,46130
460302,หลักเมือง,Lak Mueang,16.332,103.595,4603,46130
460303,โพนงาม,Phon Ngam,16.316,103.658,4603,46130
460304,ดงลิง,Dong Ling,16.250,103.661,4603,46130
460305,ธัญญา,Thanya,16.259,103.567,4603,46130
460308,หนองแปน,Nong Paen,16.289,103.511,4603,46130
460310,เจ้าท่า,Chao Tha,16.225,103.591,4603,46130
460311,โคกสมบูรณ์,Khok Sombun,16.360,103.667,4603,46130
460401,ร่องคำ,Rong Kham,16.266,103.737,4604,46210
460402,สามัคคี,Samakkhi,16.318,103.713,4604,46210
460403,เหล่าอ้อย,Lao Oi,16.254,103.708,4604,46210
460501,บัวขาว,Bua Khao,16.521,104.055,4605,46110
460502,แจนแลน,Chaen Laen,16.554,103.998,4605,46110
460503,เหล่าใหญ่,Lao Yai,16.622,103.993,4605,46110
460504,จุมจัง,Chum Chang,16.458,104.107,4605,46110
460505,เหล่าไฮงาม,Lao Hai Ngam,16.471,104.171,4605,46110
460506,กุดหว้า,Kut Wa,16.537,104.167,4605,46110
460507,สามขา,Sam Kha,16.464,103.975,4605,46110
460508,นาขาม,Na Kham,16.508,103.905,4605,46110
460509,หนองห้าง,Nong Hang,16.572,104.124,4605,46110
460510,นาโก,Na Ko,16.606,104.055,4605,46110
460511,สมสะอาด,Som Sa-at,16.451,104.048,4605,46110
460512,กุดค้าว,Kut Khao,16.506,104.001,4605,46110
460601,คุ้มเก่า,Khum Kao,16.679,104.132,4606,46160
460602,สงเปลือย,Song Plueai,16.626,104.119,4606,46160
460603,หนองผือ,Nong Phue,16.751,104.094,4606,46160
460606,กุดสิมคุ้มใหม่,Kut Sim Khum Mai,16.676,104.049,4606,46160
460608,สระพังทอง,Saphang Thong,16.719,104.055,4606,46160
460611,กุดปลาค้าว,Kut Pla Khao,16.715,104.115,4606,46160
460701,ยางตลาด,Yang Talat,16.393,103.352,4607,46120
460702,หัวงัว,Hua Ngua,16.337,103.446,4607,46120
460703,อุ่มเม่า,Um Mao,16.398,103.464,4607,46120
460704,บัวบาน,Bua Ban,16.479,103.416,4607,46120
460705,เว่อ,Woe,16.543,103.351,4607,46120
460706,อิตื้อ,Itue,16.464,103.262,4607,46120
460707,หัวนาคำ,Hua Na Kham,16.392,103.227,4607,46120
460708,หนองอีเฒ่า,Nong I Thao,16.339,103.371,4607,46120
460709,ดอนสมบูรณ์,Don Sombun,16.437,103.406,4607,46120
460710,นาเชือก,Na Chueak,16.557,103.415,4607,46120
460711,คลองขาม,Khlong Kham,16.456,103.338,4607,46120
460712,เขาพระนอน,Khao Phra Non,16.529,103.380,4607,46120
460713,นาดี,Na Di,16.361,103.474,4607,46120
460714,โนนสูง,Non Sung,16.464,103.207,4607,46120
460715,หนองตอกแป้น,Nong Tok Paen,16.319,103.406,4607,46120
460801,ห้วยเม็ก,Huai Mek,16.596,103.216,4608,46170
460802,คำใหญ่,Kham Yai,16.664,103.177,4608,46170
460803,กุดโดน,Kut Don,16.544,103.268,4608,46170
460804,บึงนาเรียง,Bueng Na Riang,16.600,103.288,4608,46170
460805,หัวหิน,Hua Hin,16.602,103.358,4608,46170
460806,พิมูล,Phimun,16.703,103.181,4608,46170
460807,คำเหมือดแก้ว,Kham Mueat Kaeo,16.523,103.199,4608,46170
460808,โนนสะอาด,Non Sa-at,16.538,103.314,4608,46170
460809,ทรายทอง,Sai Thong,16.740,103.175,4608,46170
460902,สหัสขันธ์,Sahatsakhan,16.728,103.550,4609,46140
460903,นามะเขือ,Na Makhuea,16.678,103.638,4609,46140
460904,โนนศิลา,Non Sila,16.800,103.605,4609,46140
460905,นิคม,Nikhom,16.677,103.492,4609,46140
460906,โนนแหลมทอง,Non Laem Thong,16.751,103.619,4609,46140
460907,โนนบุรี,Non Buri,16.706,103.491,4609,46140
460908,โนนน้ำเกลี้ยง,Non Nam Kliang,16.683,103.538,4609,46140
461001,ทุ่งคลอง,Thung Khlong,16.938,103.679,4610,46180
461002,โพน,Phon,16.841,103.637,4610,46180
461005,ดินจี่,Din Chi,16.962,103.719,4610,46180
461006,นาบอน,Na Bon,16.881,103.673,4610,46180
461007,นาทัน,Na Than,17.024,103.613,4610,46180
461009,เนินยาง,Noen Yang,16.803,103.655,4610,46180
461101,ท่าคันโท,Tha Khantho,16.869,103.237,4611,46190
461102,กุงเก่า,Kung Kao,16.870,103.188,4611,46190
461103,ยางอู้ม,Yang Um,16.902,103.286,4611,46190
461104,กุดจิก,Kut Chik,16.843,103.115,4611,46190
461105,นาตาล,Na Tan,16.847,103.280,4611,46190
461106,ดงสมบูรณ์,Dong Sombun,16.869,103.366,4611,46190
461201,หนองกุงศรี,Nong Kung Si,16.649,103.274,4612,46220
461202,หนองบัว,Nong Bua,16.728,103.376,4612,46220
461203,โคกเครือ,Khok Khruea,16.781,103.238,4612,46220
461204,หนองสรวง,Nong Suang,16.770,103.422,4612,46220
461205,เสาเล้า,Sao Lao,16.651,103.392,4612,46220
461206,หนองใหญ่,Nong Yai,16.701,103.223,4612,46220
461207,ดงมูล,Dong Mun,16.779,103.313,4612,46220
461208,ลำหนองแสน,Lam Nong Saen,16.678,103.307,4612,46220
461209,หนองหิน,Nong Hin,16.823,103.397,4612,46220
461301,สมเด็จ,Somdet,16.705,103.754,4613,46150
461302,หนองแวง,Nong Waeng,16.660,103.690,4613,46150
461303,แซงบาดาล,Saeng Badan,16.819,103.700,4613,46150
461304,มหาไชย,Maha Chai,16.823,103.783,4613,46150
461305,หมูม่น,Mu Mon,16.759,103.679,4613,46150
461306,ผาเสวย,Pha Sawoei,16.797,103.863,4613,46150
461307,ศรีสมเด็จ,Si Somdet,16.738,103.706,4613,46150
461308,ลำห้วยหลัว,Lam Huai Lua,16.732,103.815,4613,46150
461401,คำบง,Kham Bong,16.758,103.912,4614,46240
461402,ไค้นุ่น,Khai Nun,16.612,103.933,4614,46240
461403,นิคมห้วยผึ้ง,Nikhom Huai Phueng,16.675,103.909,4614,46240
461404,หนองอีบุตร,Nong I But,16.597,103.873,4614,46240
461501,สำราญ,Samran,16.954,103.522,4615,46180
461502,สำราญใต้,Samran Tai,16.814,103.480,4615,46180
461503,คำสร้างเที่ยง,Kham Sang Thiang,16.814,103.546,4615,46180
461504,หนองช้าง,Nong Chang,16.913,103.571,4615,46180
461601,นาคู,Na Khu,16.808,104.070,4616,46160
461602,สายนาวัง,Sai Na Wang,16.761,104.063,4616,46160
461603,โนนนาจาง,Non Na Chan,16.733,103.989,4616,46160
461604,บ่อแก้ว,Bo Kaeo,16.791,103.994,4616,46160
461605,ภูแล่นช้าง,Phu Laen Chang,16.688,103.970,4616,46160
461701,ดอนจาน,Don Chan,16.425,103.696,4617,46000
461702,สะอาดไชยศรี,Sa-at Chai Si,16.471,103.773,4617,46000
461703,พยุง,Dong Phayung,16.531,103.708,4617,46000
461704,ม่วงนา,Muang Na,16.475,103.639,4617,46000
461705,นาจำปา,Na Champa,16.480,103.696,4617,46000
461801,ฆ้องชัยพัฒนา,Khong Chai Phatthana,16.257,103.463,4618,46130
461802,เหล่ากลาง,Lao Klang,16.245,103.515,4618,46130
461803,โนนศิลา,Khok Sa-at,16.285,103.435,4618,46130
461804,ลำชี,Non Sila Loeng,16.321,103.493,4618,46130
461805,โคกสะอาด,Lam Chi,16.215,103.468,4618,46130
470101,ธาตุเชิงชุม,That Choeng Chum,17.163,104.162,4701,47000
470102,ขมิ้น,Khamin,17.260,104.014,4701,47220
470103,งิ้วด่อน,Ngio Don,17.114,104.165,4701,47000
470104,โนนหอม,Non Hom,17.053,104.196,4701,47000
470106,เชียงเครือ,Chiang Khruea,17.279,104.123,4701,47000
470107,ท่าแร่,Tha Rae,17.269,104.207,4701,47230
470109,ม่วงลาย,Muang Lai,17.125,104.260,4701,47000
470111,ดงชน,Dong Chon,17.096,104.240,4701,47000
470112,ห้วยยาง,Huai Yang,17.095,104.033,4701,47000
470113,พังขว้าง,Phang Khwang,17.177,104.017,4701,47000
470115,ดงมะไฟ,Dong Mafai,17.059,104.105,4701,47000
470116,ธาตุนาเวง,That Na Weng,17.147,104.095,4701,47000
470117,เหล่าปอแดง,Lao Po Daeng,17.137,104.212,4701,47000
470118,หนองลาด,Nong Lat,17.337,104.072,4701,47220
470120,ฮางโฮง,Hang Hong,17.220,104.122,4701,47000
470121,โคกก่อง,Khok Kong,17.133,104.294,4701,47000
470201,กุสุมาลย์,Kusuman,17.302,104.386,4702,47210
470202,นาโพธิ์,Na Pho,17.352,104.287,4702,47210
470203,นาเพียง,Na Phiang,17.367,104.216,4702,47230
470204,โพธิไพศาล,Phothi Phaisan,17.379,104.378,4702,47210
470205,อุ่มจาน,Um Chan,17.350,104.137,4702,47230
470301,กุดบาก,Kut Bak,17.051,103.762,4703,47180
470303,นาม่อง,Na Mong,17.093,103.906,4703,47180
470305,กุดไห,Kut Hai,17.100,103.696,4703,47180
470401,พรรณา,Phanna,17.356,103.856,4704,47130
470402,วังยาง,Wang Yang,17.341,103.911,4704,47130
470403,พอกน้อย,Phok Noi,17.315,103.952,4704,47220
470404,นาหัวบ่อ,Na Hua Bo,17.226,103.917,4704,47220
470405,ไร่,Rai,17.274,103.846,4704,47130
470406,ช้างมิ่ง,Chang Ming,17.342,103.796,4704,47130
470407,นาใน,Na Nai,17.207,103.821,4704,47130
470408,สว่าง,Sawang,17.367,103.981,4704,47130
470409,บะฮี,Ba Hi,17.426,103.901,4704,47130
470410,เชิงชุม,Choeng Chum,17.435,104.007,4704,47130
470501,พังโคน,Phang Khon,17.390,103.704,4705,47160
470502,ม่วงไข่,Muang Khai,17.405,103.665,4705,47160
470503,แร่,Rae,17.297,103.767,4705,47160
470504,ไฮหย่อง,Hai Yong,17.406,103.765,4705,47160
470505,ต้นผึ้ง,Ton Phueng,17.432,103.827,4705,47160
470601,วาริชภูมิ,Waritchaphum,17.232,103.642,4706,47150
470602,ปลาโหล,Pla Lo,17.327,103.671,4706,47150
470603,หนองลาด,Nong Lat,17.319,103.543,4706,47150
470604,คำบ่อ,Kham Bo,17.225,103.551,4706,47150
470605,ค้อเขียว,Kho Khiao,17.276,103.527,4706,47150
470701,นิคมน้ำอูน,Nikhom Nam Un,17.142,103.645,4707,47270
470702,หนองปลิง,Nong Pling,17.180,103.749,4707,47270
470703,หนองบัว,Nong Bua,17.148,103.827,4707,47270
470704,สุวรรณคาม,*Suwannakarm,17.155,103.712,4707,47270
470801,วานรนิวาส,Wanon Niwat,17.645,103.752,4708,47120
470802,เดื่อศรีคันไชย,Duea Si Khan Chai,17.473,103.730,4708,47120
470803,ขัวก่าย,Khua Kai,17.579,103.814,4708,47120
470804,หนองสนม,Nong Sanom,17.526,103.860,4708,47120
470805,คูสะคาม,Khu Sakham,17.727,103.610,4708,47120
470806,ธาตุ,That,17.641,103.651,4708,47120
470807,หนองแวง,Nong Waeng,17.767,103.726,4708,47120
470808,ศรีวิชัย,Si Wichai,17.536,103.680,4708,47120
470809,นาซอ,Na So,17.674,103.848,4708,47120
470810,อินทร์แปลง,In Plaeng,17.787,103.593,4708,47120
470811,นาคำ,Na Kham,17.692,103.792,4708,47120
470812,คอนสวรรค์,Khon Sawan,17.593,103.748,4708,47120
470813,กุดเรือคำ,Kut Ruea Kham,17.760,103.646,4708,47120
470814,หนองแวงใต้,Nong Waeng Tai,17.724,103.760,4708,47120
470901,คำตากล้า,Kham Ta Kla,17.834,103.754,4709,47250
470902,หนองบัวสิม,Nong Bua Sim,17.841,103.859,4709,47250
470903,นาแต้,Na Tae,17.866,103.699,4709,47250
470904,แพด,Phaet,17.775,103.842,4709,47250
471001,ม่วง,Muang,17.858,103.561,4710,47140
471002,มาย,Mai,17.855,103.480,4710,47140
471003,ดงหม้อทอง,Dong Mo Thong,17.995,103.528,4710,47140
471004,ดงเหนือ,Dong Nuea,17.985,103.584,4710,47140
471005,ดงหม้อทองใต้,Dong Mo Thong Tai,17.932,103.441,4710,47140
471006,ห้วยหลัว,Huai Lua,17.795,103.416,4710,47140
471007,โนนสะอาด,Non Sa-at,17.929,103.653,4710,47140
471008,หนองกวั่ง,Nong Kwang,17.796,103.487,4710,47140
471009,บ่อแก้ว,Bo Kaeo,17.863,103.626,4710,47140
471101,อากาศ,Akat,17.572,104.013,4711,47170
471102,โพนแพง,Phon Phaeng,17.538,103.956,4711,47170
471103,วาใหญ่,Wa Yai,17.630,103.926,4711,47170
471104,โพนงาม,Phon Ngam,17.757,104.006,4711,47170
471105,ท่าก้อน,Tha Kon,17.759,103.961,4711,47170
471106,นาฮี,Na Hi,17.718,103.920,4711,47170
471107,บะหว้า,Ba Wa,17.495,103.987,4711,47170
471108,สามัคคีพัฒนา,Samakkhi Phatthana,17.669,104.019,4711,47170
471201,สว่างแดนดิน,Sawang Daen Din,17.448,103.462,4712,47110
471203,คำสะอาด,Kham Sa-at,17.511,103.351,4712,47110
471204,บ้านต้าย,Ban Tai,17.441,103.385,4712,47110
471206,บงเหนือ,Bong Nuea,17.319,103.301,4712,47110
471207,โพนสูง,Phon Sung,17.538,103.400,4712,47110
471208,โคกสี,Khok Si,17.605,103.446,4712,47110
471210,หนองหลวง,Nong Luang,17.377,103.383,4712,47110
471211,บงใต้,Bong Tai,17.422,103.327,4712,47110
471212,ค้อใต้,Kho Tai,17.368,103.330,4712,47110
471213,พันนา,Phan Na,17.416,103.569,4712,47240
471214,แวง,Waeng,17.456,103.630,4712,47240
471215,ทรายมูล,Sai Mun,17.470,103.526,4712,47110
471216,ตาลโกน,Tan Kon,17.345,103.564,4712,47240
471217,ตาลเนิ้ง,Tan Noeng,17.346,103.611,4712,47240
471220,ธาตุทอง,That Thong,17.494,103.579,4712,47240
471221,บ้านถ่อน,Ban Thon,17.532,103.452,4712,47110
471301,ส่องดาว,Song Dao,17.350,103.449,4713,47190
471302,ท่าศิลา,Tha Sila,17.284,103.387,4713,47190
471303,วัฒนา,Watthana,17.362,103.540,4713,47190
471304,ปทุมวาปี,Pathum Wapi,17.298,103.482,4713,47190
471401,เต่างอย,Tao Ngoi,16.944,104.242,4714,47260
471402,บึงทวาย,Bueng Thawai,17.034,104.157,4714,47260
471403,นาตาล,Na Tan,16.973,104.116,4714,47260
471404,จันทร์เพ็ญ,Chan Phen,16.925,104.155,4714,47260
471501,ตองโขบ,Tong Khop,17.010,104.257,4715,47280
471502,เหล่าโพนค้อ,Lao Phon Kho,17.000,104.331,4715,47280
471503,ด่านม่วงคำ,Dan Muang Kham,17.096,104.320,4715,47280
471504,แมดนาท่ม,Maet Na Thom,17.045,104.347,4715,47280
471601,บ้านเหล่า,Ban Lao,17.699,103.524,4716,47290
471602,เจริญศิลป์,Charoen Sin,17.568,103.561,4716,47290
471603,ทุ่งแก,Thung Kae,17.602,103.528,4716,47290
471604,โคกศิลา,Khok Sila,17.536,103.605,4716,47290
471605,หนองแปน,Nong Paen,17.706,103.443,4716,47290
471701,บ้านโพน,Ban Phon,17.219,104.375,4717,47230
471702,นาแก้ว,Na Kaeo,17.268,104.239,4717,47230
471703,นาตงวัฒนา,Na Tong Watthana,17.242,104.341,4717,47230
471704,บ้านแป้น,Ban Paen,17.196,104.234,4717,47230
471705,เชียงสือ,Chiang Sue,17.137,104.361,4717,47230
471801,สร้างค้อ,Sang Kho,16.883,103.918,4718,47180
471802,หลุบเลา,Lup Lao,16.881,104.022,4718,47180
471803,โคกภู,Khok Phu,16.972,103.859,4718,47180
471804,กกปลาซิว,Kok Pla Sio,16.969,104.042,4718,47180
480101,ในเมือง,Nai Mueang,17.409,104.781,4801,48000
480103,นาทราย,Na Sai,17.401,104.650,4801,48000
480104,นาราชควาย,Na Rat Khwai,17.416,104.707,4801,48000
480105,กุรุคุ,Kurukhu,17.338,104.545,4801,48000
480106,บ้านผึ้ง,Ban Phueng,17.336,104.631,4801,48000
480107,อาจสามารถ,At Samat,17.461,104.725,4801,48000
480108,ขามเฒ่า,Kham Thao,17.263,104.764,4801,48000
480109,บ้านกลาง,Ban Klang,17.157,104.784,4801,48000
480110,ท่าค้อ,Tha Kho,17.316,104.746,4801,48000
480111,คำเตย,Kham Toei,17.210,104.709,4801,48000
480112,หนองญาติ,Nong Yat,17.342,104.732,4801,48000
480113,ดงขวาง,Dong Khwang,17.207,104.782,4801,48000
480114,วังตามัว,Wang Ta Mua,17.312,104.492,4801,48000
480115,โพธิ์ตาก,Pho Tak,17.344,104.690,4801,48000
480201,ปลาปาก,Pla Pak,17.197,104.515,4802,48160
480202,หนองฮี,Nong Hi,17.128,104.587,4802,48160
480203,กุตาไก้,Kutakai,17.217,104.608,4802,48160
480204,โคกสว่าง,Khok Sawan,17.145,104.465,4802,48160
480205,โคกสูง,Khok Sung,17.178,104.413,4802,48160
480206,มหาชัย,Maha Chai,17.247,104.492,4802,48160
480207,นามะเขือ,Na Makhuea,17.273,104.654,4802,48160
480208,หนองเทาใหญ่,Nong Thao Yai,17.121,104.523,4802,48160
480301,ท่าอุเทน,Tha Uthen,17.576,104.591,4803,48120
480302,โนนตาล,Non Tan,17.534,104.598,4803,48120
480303,ท่าจำปา,Tha Champa,17.592,104.494,4803,48120
480304,ไชยบุรี,Chai Buri,17.636,104.433,4803,48120
480305,พนอม,Phanom,17.697,104.393,4803,48120
480306,พะทาย,Phathai,17.756,104.316,4803,48120
480311,เวินพระบาท,Woen Phra Bat,17.509,104.676,4803,48120
480312,รามราช,Ram Rat,17.468,104.635,4803,48120
480314,หนองเทา,Nong Thao,17.783,104.352,4803,48120
480401,บ้านแพง,Ban Phaeng,17.967,104.215,4804,48140
480402,ไผ่ล้อม,Phai Lom,17.989,104.154,4804,48140
480403,โพนทอง,Phon Thong,17.876,104.217,4804,48140
480404,หนองแวง,Nong Waeng,17.785,104.233,4804,48140
480408,นางัว,Na Ngua,17.943,104.182,4804,48140
480501,ธาตุพนม,That Phanom,16.939,104.720,4805,48110
480502,ฝั่งแดง,Fang Daeng,16.914,104.675,4805,48110
480503,โพนแพง,Phon Phaeng,17.148,104.695,4805,48110
480504,พระกลางทุ่ง,Phra Klang Thung,16.986,104.699,4805,48110
480505,นาถ่อน,Na Thon,17.137,104.744,4805,48110
480506,แสนพัน,Saen Phan,17.066,104.749,4805,48110
480507,ดอนนางหงส์,Don Nang Hong,17.097,104.743,4805,48110
480508,น้ำก่ำ,Nam Kam,16.872,104.723,4805,48110
480509,อุ่มเหม้า,Um Mao,16.839,104.670,4805,48110
480510,นาหนาด,Na Nat,16.915,104.654,4805,48110
480511,กุดฉิม,Kut Chim,17.059,104.726,4805,48110
480512,ธาตุพนมเหนือ,That Phanom Nuea,16.975,104.667,4805,48110
480601,เรณู,Renu,17.081,104.644,4806,48170
480602,โพนทอง,Phon Thong,17.068,104.697,4806,48170
480603,ท่าลาด,Tha Lat,17.007,104.589,4806,48170
480604,นางาม,Na Ngam,17.106,104.672,4806,48170
480605,โคกหินแฮ่,Khok Hin Hae,17.046,104.628,4806,48170
480607,หนองย่างชิ้น,Nong Yang Chin,17.019,104.698,4806,48170
480608,เรณูใต้,Renu Tai,17.019,104.660,4806,48170
480609,นาขาม,Na Kham,16.984,104.630,4806,48170
480701,นาแก,Na Kae,16.897,104.495,4807,48130
480702,พระซอง,Phra Song,17.021,104.551,4807,48130
480703,หนองสังข์,Nong Sang,16.989,104.468,4807,48130
480704,นาคู่,Na Khu,16.978,104.539,4807,48130
480705,พิมาน,Phiman,16.909,104.540,4807,48130
480706,พุ่มแก,Phum Kae,16.911,104.621,4807,48130
480707,ก้านเหลือง,Kan Lueang,16.897,104.383,4807,48130
480708,หนองบ่อ,Nong Bo,16.932,104.322,4807,48130
480709,นาเลียง,Na Liang,17.063,104.551,4807,48130
480712,บ้านแก้ง,Ban Kaeng,16.918,104.446,4807,48130
480713,คำพี้,Kham Phi,16.937,104.369,4807,48130
480715,สีชมพู,Si Chomphu,16.918,104.575,4807,48130
480801,ศรีสงคราม,Si Songkhram,17.641,104.289,4808,48150
480802,นาเดื่อ,Na Duea,17.555,104.333,4808,48150
480803,บ้านเอื้อง,Ban Ueang,17.548,104.232,4808,48150
480804,สามผง,Sam Phong,17.730,104.164,4808,48150
480805,ท่าบ่อสงคราม,Tha Bo Songkhram,17.633,104.196,4808,48150
480806,บ้านข่า,Ban Kha,17.666,104.121,4808,48150
480807,นาคำ,Na Kham,17.619,104.354,4808,48150
480808,โพนสว่าง,Phon Sawang,17.542,104.167,4808,48150
480809,หาดแพง,Hat Phaeng,17.712,104.300,4808,48150
480901,นาหว้า,Na Wa,17.471,104.060,4809,48180
480902,นางัว,Na Ngua,17.424,104.071,4809,48180
480903,บ้านเสียว,Ban Siao,17.554,104.082,4809,48180
480904,นาคูณใหญ่,Na Khun Yai,17.507,104.145,4809,48180
480905,เหล่าพัฒนา,Lao Phatthana,17.617,104.070,4809,48180
480906,ท่าเรือ,Tha Ruea,17.503,104.052,4809,48180
481001,โพนสวรรค์,Phon Sawan,17.444,104.504,4810,48190
481002,นาหัวบ่อ,Na Hua Bo,17.482,104.368,4810,48190
481003,นาขมิ้น,Na Khamin,17.523,104.513,4810,48190
481005,บ้านค้อ,Ban Kho,17.473,104.264,4810,48190
481006,โพนจาน,Phon Chan,17.409,104.424,4810,48190
481101,นาทม,Na Thom,17.845,104.037,4811,48140
481102,หนองซน,Nong Son,17.866,104.147,4811,48140
481103,ดอนเตย,Don Toei,17.798,104.108,4811,48140
481201,วังยาง,Wang Yang,17.063,104.442,4812,48130
481202,ยอดชาด,Khok Si,17.065,104.482,4812,48130
481203,โคกสี,Yot Chat,17.081,104.387,4812,48130
481204,หนองโพธิ์,Nong Pho,17.091,104.491,4812,48130
490101,มุกดาหาร,Mukdahan,16.558,104.646,4901,49000
490102,ศรีบุญเรือง,Si Bun Rueang,16.530,104.724,4901,49000
490103,บ้านโคก,Ban Khok,16.640,104.565,4901,49000
490104,บางทรายใหญ่,Bang Sai Yai,16.619,104.693,4901,49000
490105,โพนทราย,Phon Sai,16.541,104.584,4901,49000
490106,ผึ่งแดด,Phueng Daet,16.631,104.476,4901,49000
490107,นาโสก,Na Sok,16.487,104.522,4901,49000
490108,นาสีนวน,Na Si Nuan,16.455,104.785,4901,49000
490109,คำป่าหลาย,Kham Pa Lai,16.711,104.621,4901,49000
490110,คำอาฮวน,Kham Ahuan,16.494,104.667,4901,49000
490111,ดงเย็น,Dong Yen,16.371,104.697,4901,49000
490112,ดงมอน,Dong Mon,16.687,104.500,4901,49000
490113,กุดแข้,Kut Khae,16.574,104.565,4901,49000
490201,นิคมคำสร้อย,Nikhom Kham Soi,16.306,104.582,4902,49130
490202,นากอก,Na Kok,16.346,104.614,4902,49130
490203,หนองแวง,Nong Waeng,16.412,104.605,4902,49130
490204,กกแดง,Kok Daeng,16.410,104.505,4902,49130
490205,นาอุดม,Na Udom,16.274,104.615,4902,49130
490206,โชคชัย,Chok Chai,16.358,104.499,4902,49130
490207,ร่มเกล้า,Rom Klao,16.381,104.437,4902,49130
490301,ดอนตาล,Don Tan,16.299,104.905,4903,49120
490302,โพธิ์ไทร,Pho Sai,16.376,104.862,4903,49120
490303,ป่าไร่,Pa Rai,16.254,104.701,4903,49120
490304,เหล่าหมี,Lao Mi,16.346,104.781,4903,49120
490305,บ้านบาก,Ban Bak,16.232,104.852,4903,49120
490306,นาสะเม็ง,Na Sameng,16.287,104.837,4903,49120
490307,บ้านแก้ง,Ban Kaeng,16.410,104.814,4903,49120
490401,ดงหลวง,Dong Luang,16.818,104.523,4904,49140
490402,หนองบัว,Nong Bua,16.811,104.568,4904,49140
490403,กกตูม,Kok Tum,16.792,104.196,4904,49140
