code,name_th,name_en,latitude,longitude,district_id,zip_code
100101,พระบรมมหาราชวัง,Phra Borom Maha Ratchawang,13.751,100.492,1001,10200
100102,วังบูรพาภิรมย์,Wang Burapha Phirom,13.744,100.499,1001,10200
100103,วัดราชบพิธ,Wat Ratchabophit,13.750,100.499,1001,10200
100104,สำราญราษฎร์,Samran Rat,13.751,100.503,1001,10200
100105,ศาลเจ้าพ่อเสือ,San Chao Pho Suea,13.754,100.497,1001,10200
100106,เสาชิงช้า,Sao Chingcha,13.753,100.500,1001,10200
100107,บวรนิเวศ,Bowon Niwet,13.757,100.501,1001,10200
100108,ตลาดยอด,Talat Yot,13.760,100.498,1001,10200
100109,ชนะสงคราม,Chana Songkhram,13.762,100.495,1001,10200
100110,บ้านพานถม,Ban Phan Thom,13.762,100.503,1001,10200
100111,บางขุนพรหม,Bang Khun Phrom,13.765,100.505,1001,10200
100112,วัดสามพระยา,Wat Sam Phraya,13.768,100.499,1001,10200
100201,ดุสิต,Dusit,13.772,100.513,1002,10300
100202,วชิรพยาบาล,Wachiraphayaban,13.778,100.505,1002,10300
100203,สวนจิตรลดา,Suan Chit Lada,13.767,100.520,1002,10300
100204,สี่แยกมหานาค,Si Yaek Maha Nak,13.758,100.517,1002,10300
100206,ถนนนครไชยศรี,Thanon Nakhon Chai Si,13.789,100.522,1002,10300
100301,กระทุ่มราย,Krathum Rai,13.823,100.897,1003,10530
100302,หนองจอก,Nong Chok,13.869,100.885,1003,10530
100303,คลองสิบ,Khlong Sip,13.914,100.820,1003,10530
100304,คลองสิบสอง,Khlong Sip Song,13.914,100.880,1003,10530
100305,โคกแฝด,Khok Faet,13.840,100.836,1003,10530
100306,คู้ฝั่งเหนือ,Khu Fang Nuea,13.872,100.810,1003,10530
100307,ลำผักชี,Lam Phak Chi,13.797,100.844,1003,10530
100308,ลำต้อยติ่ง,Lam Toiting,13.781,100.877,1003,10530
100401,มหาพฤฒาราม,Maha Phruettharam,13.734,100.520,1004,10500
100402,สีลม,Si Lom,13.730,100.525,1004,10500
100403,สุริยวงศ์,Suriyawong,13.724,100.530,1004,10500
100404,บางรัก,Bang Rak,13.727,100.527,1004,10500
100405,สี่พระยา,Si Phraya,13.725,100.514,1004,10500
100502,อนุสาวรีย์,Anusawari,13.868,100.606,1005,10220
100508,ท่าแร้ง,Tha Raeng,13.866,100.650,1005,10220
100601,คลองจั่น,Khlong Chan,13.786,100.635,1006,10240
100608,หัวหมาก,Hua Mak,13.756,100.660,1006,10240
100701,รองเมือง,Rong Mueang,13.744,100.520,1007,10330
100702,วังใหม่,Wang Mai,13.742,100.526,1007,10330
100703,ปทุมวัน,Pathum Wan,13.740,100.535,1007,10330
100704,ลุมพินี,Lumphini,13.736,100.546,1007,10330
100801,ป้อมปราบ,Pom Prap,13.743,100.514,1008,10100
100802,วัดเทพศิรินทร์,Wat Thep Sirin,13.749,100.512,1008,10100
100803,คลองมหานาค,Khlong Maha Nak,13.753,100.513,1008,10100
100804,บ้านบาตร,Ban Bat,13.752,100.507,1008,10100
100805,วัดโสมนัส,Wat Sommanat,13.759,100.511,1008,10100
100905,บางจาก,Bang Chak,13.692,100.626,1009,10260
101001,มีนบุรี,Min Buri,13.804,100.723,1010,10510
101002,แสนแสบ,Saen Saep,13.812,100.774,1010,10510
101101,ลาดกระบัง,Lat Krabang,13.723,100.771,1011,10520
101102,คลองสองต้นนุ่น,Khlong Song Ton Nun,13.753,100.723,1011,10520
101103,คลองสามประเวศ,Khlong Sam Prawet,13.753,100.754,1011,10520
101104,ลำปลาทิว,Lam Pla Thio,13.765,100.817,1011,10520
101105,ทับยาว,Thap Yao,13.728,100.815,1011,10520
101106,ขุมทอง,Khum Thong,13.736,100.855,1011,10520
101203,ช่องนนทรี,Chong Nonsi,13.682,100.533,1012,10120
101204,บางโพงพาง,Bang Phongphang,13.697,100.544,1012,10120
101301,จักรวรรดิ,Chakkrawat,13.741,100.504,1013,10100
101302,สัมพันธวงศ์,Samphanthawong,13.739,100.511,1013,10100
101303,ตลาดน้อย,Talat Noi,13.734,100.513,1013,10100
101401,สามเสนใน,Samsen Nai,13.782,100.545,1014,10400
101501,วัดกัลยาณ์,Wat Kanlaya,13.737,100.493,1015,10600
101502,หิรัญรูจี,Hiran Ruchi,13.731,100.490,1015,10600
101503,บางยี่เรือ,Bang Yi Ruea,13.720,100.482,1015,10600
101504,บุคคโล,Bukkhalo,13.707,100.486,1015,10600
101505,ตลาดพลู,Talat Phlu,13.715,100.473,1015,10600
101601,วัดอรุณ,Wat Arun,13.743,100.486,1016,10600
101602,วัดท่าพระ,Wat Tha Phra,13.733,100.475,1016,10600
101701,ห้วยขวาง,Huai Khwang,13.769,100.577,1017,10310
101702,บางกะปิ,Bang Kapi,13.752,100.586,1017,10310
101704,สามเสนนอก,Samsen Nok,13.796,100.579,1017,10310
101801,สมเด็จเจ้าพระยา,Somdet Chao Phraya,13.731,100.497,1018,10600
101802,คลองสาน,Khlong San,13.735,100.504,1018,10600
101803,บางลำภูล่าง,Bang Lamphu Lang,13.715,100.501,1018,10600
101804,คลองต้นไทร,Khlong Ton Sai,13.725,100.508,1018,10600
101901,คลองชักพระ,Khlong Chak Phra,13.760,100.456,1019,10170
101902,ตลิ่งชัน,Taling Chan,13.789,100.459,1019,10170
101903,ฉิมพลี,Chimphli,13.786,100.432,1019,10170
101904,บางพรม,Bang Phrom,13.752,100.442,1019,10170
101905,บางระมาด,Bang Ramat,13.767,100.431,1019,10170
101907,บางเชือกหนัง,Bang Chueak Nang,13.751,100.419,1019,10170
102004,ศิริราช,Siri Rat,13.759,100.481,1020,10700
102005,บ้านช่างหล่อ,Ban Chang Lo,13.752,100.477,1020,10700
102006,บางขุนนนท์,Bang Khun Non,13.774,100.466,1020,10700
102007,บางขุนศรี,Bang Khun Si,13.760,100.463,1020,10700
102009,อรุณอมรินทร์,Arun Ammarin,13.772,100.477,1020,10700
102105,ท่าข้าม,Tha Kham,13.555,100.434,1021,10150
102107,แสมดำ,Samae Dam,13.605,100.395,1021,10150
102201,บางหว้า,Bang Wa,13.714,100.443,1022,10160
102202,บางด้วน,Bang Duan,13.723,100.437,1022,10160
102206,บางจาก,Bang Chak,13.727,100.450,1022,10160
102207,บางแวก,Bang Waek,13.736,100.445,1022,10160
102208,คลองขวาง,Khlong Khwang,13.738,100.423,1022,10160
102209,ปากคลองภาษีเจริญ,Pak Khlong Phasi Charoen,13.722,100.464,1022,10160
102210,คูหาสวรรค์,Khuha Sawan,13.727,100.457,1022,10160
102302,หนองแขม,Nong Khaem,13.680,100.358,1023,10160
102303,หนองค้างพลู,Nong Khang Phlu,13.714,100.351,1023,10160
102401,ราษฎร์บูรณะ,Rat Burana,13.670,100.510,1024,10140
102402,บางปะกอก,Bang Pakok,13.675,100.491,1024,10140
102501,บางพลัด,Bang Phlat,13.791,100.487,1025,10700
102502,บางอ้อ,Bang O,13.802,100.512,1025,10700
102503,บางบำหรุ,Bang Bamru,13.781,100.482,1025,10700
102504,บางยี่ขัน,Bang Yi Khan,13.774,100.492,1025,10700
102601,ดินแดง,Din Daeng,13.778,100.567,1026,10400
102701,คลองกุ่ม,Khlong Kum,13.808,100.650,1027,10240
102801,ทุ่งวัดดอน,Thung Wat Don,13.710,100.532,1028,10120
102802,ยานนาวา,Yan Nawa,13.714,100.514,1028,10120
102803,ทุ่งมหาเมฆ,Thung Maha Mek,13.718,100.541,1028,10120
102901,บางซื่อ,Bang Sue,13.820,100.529,1029,10800
103001,ลาดยาว,Lat Yao,13.826,100.565,1030,10900
103101,บางคอแหลม,Bang Kho Laem,13.696,100.494,1031,10120
103102,วัดพระยาไกร,Wat Phraya Krai,13.706,100.508,1031,10120
103103,บางโคล่,Bang Khlo,13.694,100.516,1031,10120
103201,ประเวศ,Prawet,13.719,100.664,1032,10250
103202,หนองบอน,Nong Bon,13.687,100.656,1032,10250
103203,ดอกไม้,Dokmai,13.680,100.689,1032,10250
103301,คลองเตย,Khlong Toei,13.710,100.570,1033,10110
103302,คลองตัน,Khlong Tan,13.723,100.571,1033,10110
103303,พระโขนง,Phra Khanong,13.707,100.595,1033,10110
103401,สวนหลวง,Suan Luang,13.726,100.628,1034,10250
103501,บางขุนเทียน,Bang Khun Thian,13.694,100.450,1035,10150
103502,บางค้อ,Bang Kho,13.702,100.476,1035,10150
103503,บางมด,Bang Mot,13.672,100.468,1035,10150
103504,จอมทอง,Chom Thong,13.693,100.468,1035,10150
103602,สีกัน,Si Kan,13.925,100.593,1036,10210
103701,ทุ่งพญาไท,Thung Phaya Thai,13.763,100.530,1037,10400
103702,ถนนพญาไท,Thanon Phaya Thai,13.757,100.538,1037,10400
103703,ถนนเพชรบุรี,Thanon Phetchaburi,13.752,100.559,1037,10400
103704,มักกะสัน,Makkasan,13.752,100.528,1037,10400
103801,ลาดพร้าว,Lat Phrao,13.811,100.612,1038,10230
103802,จรเข้บัว,Chorakhe Bua,13.840,100.600,1038,10230
103901,คลองเตยเหนือ,Khlong Toei Nuea,13.743,100.560,1039,10110
103902,คลองตันเหนือ,Khlong Tan Nuea,13.736,100.576,1039,10110
103903,พระโขนงเหนือ,Phra Khanong Nuea,13.719,100.596,1039,10110
104001,บางแค,Bang Khae,13.698,100.409,1040,10160
104002,บางแคเหนือ,Bang Khae Nuea,13.720,100.400,1040,10160
104003,บางไผ่,Bang Phai,13.741,100.385,1040,10160
104004,หลักสอง,Lak Song,13.683,100.396,1040,10160
104101,ทุ่งสองห้อง,Thung Song Hong,13.883,100.564,1041,10210
104102,ตลาดบางเขน,Talat Bang Khen,13.871,100.580,1041,10210
104201,สายไหม,Sai Mai,13.921,100.654,1042,10220
104202,ออเงิน,O Ngoen,13.896,100.672,1042,10220
104203,คลองถนน,Khlong Thanon,13.898,100.630,1042,10220
104301,คันนายาว,Khan Na Yao,13.821,100.677,1043,10230
104401,สะพานสูง,Sapan Sung,13.761,100.688,1044,10240
104501,วังทองหลาง,Wang Thonglang,13.779,100.609,1045,10310
104601,สามวาตะวันตก,Sam Wa Tawantok,13.889,100.708,1046,10510
104602,สามวาตะวันออก,Sam Wa Tawan-ok,13.896,100.760,1046,10510
104603,บางชัน,Bang Chan,13.839,100.700,1046,10510
104604,ทรายกองดิน,Sai Kong Din,13.854,100.745,1046,10510
104605,ทรายกองดินใต้,Sai Kong Din Tai,13.861,100.786,1046,10510
104701,บางนา,Bang Na,13.672,100.616,1047,10260
104801,ทวีวัฒนา,Thawi Watthana,13.758,100.348,1048,10170
104802,ศาลาธรรมสพน์,Sala Thammasop,13.783,100.390,1048,10170
104901,บางมด,Bang Mot,13.651,100.510,1049,10140
104902,ทุ่งครุ,Thung Khru,13.614,100.497,1049,10140
105001,บางบอน,Bang Bon,13.646,100.370,1050,10150
110101,เทศบาลนครสมุทรปราการ,Pak Nam,13.593,100.597,1101,10270
110102,สำโรงเหนือ,Samrong Nuea,13.649,100.617,1101,10270
110103,บางเมือง,Bang Mueang,13.601,100.622,1101,10270
110104,ท้ายบ้าน,Thai Ban,13.556,100.599,1101,10280
110105,ท้ายบ้านใหม่,Thai Ban,13.572,100.621,1101,10280
110108,บางปูใหม่,Bang Pu Mai,13.526,100.670,1101,10280
110110,แพรกษา,Phraek Sa,13.564,100.653,1101,10280
110111,บางโปรง,Bang Prong,13.623,100.565,1101,10270
110112,เทศบาลบางปู,Bang Pu,13.510,100.751,1101,10280
110113,บางด้วน,Bang Duan,13.622,100.581,1101,10270
110114,เทศบาลบางเมือง,Bang Mueang Mai,13.622,100.605,1101,10270
110115,เทพารักษ์,Thepharak,13.634,100.610,1101,10270
110117,แพรกษาใหม่,Phraek Sa Mai,13.559,100.691,1101,10280
110201,บางบ่อ,Bang Bo,13.611,100.862,1102,10560
110202,บ้านระกาศ,Ban Rakat,13.639,100.904,1102,10560
110203,บางพลีน้อย,Bang Phli Noi,13.574,100.900,1102,10560
110204,บางเพรียง,Bang Phriang,13.545,100.805,1102,10560
110205,คลองด่าน,Khlong Dan,13.511,100.835,1102,10550
110206,คลองสวน,Khlong Suan,13.659,100.925,1102,10560
110207,เปร็ง,Preng,13.672,100.881,1102,10560
110208,คลองนิยมยาตรา,Khlong Niyom Yattra,13.624,100.935,1102,10560
110301,บางพลีใหญ่,Bang Phli Yai,13.618,100.694,1103,10540
110302,บางแก้ว,Bang Kaeo,13.642,100.662,1103,10540
110303,บางปลา,Bang Pla,13.561,100.739,1103,10540
110304,บางโฉลง,Bang Chalong,13.623,100.755,1103,10540
110308,ราชาเทวะ,Racha Thewa,13.681,100.733,1103,10540
110309,หนองปรือ,Nong Prue,13.678,100.750,1103,10540
110401,เทศบาลเมืองพระประแดง,Talat,13.656,100.533,1104,10130
110402,ตลาด,Bang Phueng,13.671,100.520,1104,10130
110403,บางจาก,Bang Chak,13.616,100.536,1104,10130
110404,บางครุ,Bang Khru,13.631,100.526,1104,10130
110405,บางหญ้าแพรก,Bang Ya Phraek,13.645,100.546,1104,10130
110406,บางหัวเสือ,Bang Hua Suea,13.625,100.549,1104,10130
110407,เทศบาลสำโรงใต้,Samrong Tai,13.641,100.573,1104,10130
110408,บางยอ,Bang Yo,13.679,100.558,1104,10130
110409,บางกะเจ้า,Bang Kachao,13.697,100.561,1104,10130
110410,บางน้ำผึ้ง,Bang Namphueng,13.679,100.578,1104,10130
110411,บางกระสอบ,Bang Krasop,13.666,100.566,1104,10130
110412,บางกอบัว,Bang Ko Bua,13.693,100.577,1104,10130
110413,ทรงคนอง,Song Khanong,13.665,100.545,1104,10130
110414,สำโรง,Samrong,13.659,100.584,1104,10130
110415,สำโรงกลาง,Samrong Klang,13.653,100.564,1104,10130
110501,นาเกลือ,Na Kluea,13.530,100.494,1105,10290
110502,บ้านคลองสวน,Ban Khlong Suan,13.571,100.476,1105,10290
110503,แหลมฟ้าผ่า,Laem Fa Pha,13.539,100.559,1105,10290
110504,ปากคลองบางปลากด,Pak Khlong Bang Pla Kot,13.606,100.567,1105,10290
110505,ในคลองบางปลากด,Nai Khlong Bang Pla Kot,13.588,100.541,1105,10290
110601,บางเสาธง,Bang Sao Thong,13.600,100.815,1106,10570
110602,ศรีษะจรเข้น้อย,Sisa Chorakhe Noi,13.689,100.799,1106,10570
110603,ศรีษะจรเข้ใหญ่,Sisa Chorakhe Yai,13.641,100.803,1106,10570
120101,สวนใหญ่,Suan Yai,13.842,100.494,1201,11000
120102,ตลาดขวัญ,Talat Khwan,13.850,100.509,1201,11000
120103,บางเขน,Bang Khen,13.835,100.516,1201,11000
120104,บางกระสอ,Bang Kraso,13.869,100.491,1201,11000
120105,ท่าทราย,Tha Sai,13.884,100.501,1201,11000
120106,บางไผ่,Bang Phai,13.823,100.492,1201,11000
120107,บางศรีเมือง,Bang Si Mueang,13.841,100.475,1201,11000
120108,บางกร่าง,Bang Krang,13.835,100.438,1201,11000
120109,ไทรม้า,Sai Ma,13.870,100.472,1201,11000
120110,บางรักน้อย,Bang Rak Noi,13.859,100.464,1201,11000
120201,วัดชลอ,Wat Chalo,13.802,100.476,1202,11130
120202,บางกรวย,Bang Kruai,13.809,100.499,1202,11130
120203,บางสีทอง,Bang Si Thong,13.818,100.479,1202,11130
120204,บางขนุน,Bang Khanun,13.811,100.453,1202,11130
120205,บางขุนกอง,Bang Khun Kong,13.821,100.444,1202,11130
120206,บางคูเวียง,Bang Khu Wiang,13.822,100.417,1202,11130
120207,มหาสวัสดิ์,Maha Sawat,13.806,100.434,1202,11130
120208,ปลายบาง,Plai Bang,13.814,100.402,1202,11130
120209,ศาลากลาง,Sala Klang,13.810,100.358,1202,11130
120301,บางม่วง,Bang Muang,13.838,100.406,1203,11140
120302,บางแม่นาง,Bang Mae Nang,13.868,100.381,1203,11140
120303,บางเลน,Bang Len,13.854,100.434,1203,11140
120304,เสาธงหิน,Sao Thong Hin,13.875,100.404,1203,11140
120305,บางใหญ่,Bang Yai,13.837,100.375,1203,11140
120306,บ้านใหม่,Ban Mai,13.861,100.333,1203,11140
120401,โสนลอย,Sano Loi,13.914,100.422,1204,11110
120402,บางบัวทอง,Bang Bua Thong,13.944,100.390,1204,11110
120403,บางรักใหญ่,Bang Rak Yai,13.878,100.438,1204,11110
120404,บางคูรัด,Bang Khu Rat,13.907,100.351,1204,11110
120405,ละหาร,Lahan,13.964,100.401,1204,11110
120406,ลำโพ,Lam Pho,13.970,100.416,1204,11110
120407,พิมลราช,Phimon Rat,13.934,100.366,1204,11110
120408,บางรักพัฒนา,Bang Rak Phatthana,13.894,100.410,1204,11110
120501,ไทรน้อย,Sai Noi,13.976,100.344,1205,11150
120502,ราษฎร์นิยม,Rat Niyom,14.088,100.329,1205,11150
120503,หนองเพรางาย,Nong Phrao Ngai,13.906,100.322,1205,11150
120504,ไทรใหญ่,Sai Yai,14.085,100.292,1205,11150
120505,ขุนศรี,Khun Si,14.005,100.287,1205,11150
120506,คลองขวาง,Khlong Khwang,14.004,100.306,1205,11150
120507,ทวีวัฒนา,Thawi Watthana,13.942,100.312,1205,11150
120601,ปากเกร็ด,Pak Kret,13.912,100.506,1206,11120
120602,บางตลาด,Bang Talat,13.896,100.521,1206,11120
120603,บ้านใหม่,Ban Mai,13.930,100.546,1206,11120
120604,บางพูด,Bang Phut,13.927,100.516,1206,11120
120605,บางตะไนย์,Bang Tanai,13.931,100.492,1206,11120
120606,คลองพระอุดม,Khlong Phra Udom,13.930,100.479,1206,11120
120607,ท่าอิฐ,Tha It,13.894,100.480,1206,11120
120608,เกาะเกร็ด,Ko Kret,13.910,100.472,1206,11120
120609,อ้อมเกร็ด,Om Kret,13.909,100.453,1206,11120
120610,คลองข่อย,Khlong Khoi,13.959,100.450,1206,11120
120611,บางพลับ,Bang Phlap,13.929,100.458,1206,11120
120612,คลองเกลือ,Khlong Kluea,13.902,100.550,1206,11120
130101,บางปรอก,Bang Parok,14.012,100.528,1301,12000
130102,บ้านใหม่,Ban Mai,13.963,100.553,1301,12000
130103,บ้านกลาง,Ban Klang,14.001,100.558,1301,12000
130104,บ้านฉาง,Ban Chang,14.029,100.507,1301,12000
130105,บ้านกระแชง,Ban Krachaeng,14.031,100.552,1301,12000
130106,บางขะแยง,Bang Khayaeng,13.967,100.523,1301,12000
130107,บางคูวัด,Bang Khu Wat,13.963,100.495,1301,12000
130108,บางหลวง,Bang Luang,14.007,100.509,1301,12000
130109,บางเดื่อ,Bang Duea,13.990,100.487,1301,12000
130110,บางพูด,Bang Phut,14.035,100.572,1301,12000
130111,บางพูน,Bang Phun,13.988,100.594,1301,12000
130112,บางกะดี,Bang Kadi,13.983,100.537,1301,12000
130113,สวนพริกไทย,Suan Phrikthai,14.018,100.568,1301,12000
130114,หลักหก,Lak Hok,13.963,100.590,1301,12000
130201,คลองหนึ่ง,Khlong Nueng,14.066,100.607,1302,12120
130202,คลองสอง,Khlong Song,14.079,100.642,1302,12120
130203,คลองสาม,Khlong Sam,14.087,100.664,1302,12120
130204,คลองสี่,Khlong Si,14.097,100.687,1302,12120
130205,คลองห้า,Khlong Ha,14.106,100.710,1302,12120
130206,คลองหก,Khlong Hok,14.117,100.733,1302,12120
130207,คลองเจ็ด,Khlong Chet,14.125,100.750,1302,12120
130301,ประชาธิปัตย์,Prachathipat,13.987,100.632,1303,12130
130302,บึงยี่โถ,Bueng Yitho,13.999,100.687,1303,12130
130303,รังสิต,Rangsit,14.018,100.731,1303,12110
130304,ลำผักกูด,Lam Phak Kut,14.036,100.779,1303,12110
130305,บึงสนั่น,Bueng Sanan,14.052,100.824,1303,12110
130306,บึงน้ำรักษ์,Bueng Nam Rak,14.071,100.880,1303,12110
130401,บึงบา,Bueng Ba,14.112,100.824,1304,12170
130402,บึงบอน,Bueng Bon,14.087,100.778,1304,12170
130403,บึงกาสาม,Bueng Ka Sam,14.200,100.824,1304,12170
130404,บึงชำอ้อ,Bueng Cham O,14.172,100.778,1304,12170
130405,หนองสามวัง,Nong Sam Wang,14.130,100.881,1304,12170
130406,ศาลาครุ,Sala Khru,14.244,100.928,1304,12170
130407,นพรัตน์,Noppharat,14.223,100.866,1304,12170
130501,ระแหง,Rahaeng,14.059,100.396,1305,12140
130502,ลาดหลุมแก้ว,Lat Lum Kaeo,14.006,100.410,1305,12140
130503,คูบางหลวง,Khu Bang Luang,14.047,100.467,1305,12140
130504,คูขวาง,Khu Khwang,14.068,100.437,1305,12140
130505,คลองพระอุดม,Khlong Phra Udom,13.990,100.449,1305,12140
130506,บ่อเงิน,Bo Ngoen,14.102,100.383,1305,12140
130507,หน้าไม้,Na Mai,14.034,100.359,1305,12140
130601,คูคต,Khu Khot,13.955,100.641,1306,12130
130602,ลาดสวาย,Lat Sawai,13.958,100.685,1306,12150
130603,บึงคำพร้อย,Bueng Kham Phroi,13.961,100.731,1306,12150
130604,ลำลูกกา,Lam Luk Ka,13.972,100.774,1306,12150
130605,บึงทองหลาง,Bueng Thonglang,13.984,100.820,1306,12150
130606,ลำไทร,Lam Sai,13.973,100.861,1306,12150
130607,บึงคอไห,Bueng Kho Hai,14.029,100.862,1306,12150
130608,พืชอุดม,Phuet Udom,13.975,100.896,1306,12150
130701,บางเตย,Bang Toei,14.062,100.504,1307,12160
130702,คลองควาย,Khlong Khwai,14.097,100.478,1307,12160
130703,สามโคก,Sam Khok,14.052,100.529,1307,12160
130704,กระแชง,Krachaeng,14.043,100.544,1307,12160
130705,บางโพธิ์เหนือ,Bang Pho Nuea,14.042,100.515,1307,12160
130706,เชียงรากใหญ่,Chiang Rak Yai,14.057,100.574,1307,12160
130707,บ้านปทุม,Ban Pathum,14.067,100.546,1307,12160
130708,บ้านงิ้ว,Ban Ngio,14.084,100.539,1307,12160
130709,เชียงรากน้อย,Chiang Rak Noi,14.105,100.567,1307,12160
130710,บางกระบือ,Bang Krabue,14.103,100.538,1307,12160
130711,ท้ายเกาะ,Thai Ko,14.105,100.496,1307,12160
140101,ประตูชัย,Pratu Chai,14.349,100.551,1401,13000
140102,กะมัง,Kamang,14.341,100.581,1401,13000
140103,หอรัตนไชย,Ho Rattanachai,14.354,100.578,1401,13000
140104,หัวรอ,Hua Ro,14.368,100.578,1401,13000
140105,ท่าวาสุกรี,Tha Wasukri,14.361,100.552,1401,13000
140106,ไผ่ลิง,Phai Ling,14.356,100.589,1401,13000
140107,ปากกราน,Pak Kran,14.310,100.532,1401,13000
140108,ภูเขาทอง,Phukhao Thong,14.365,100.542,1401,13000
140109,สำเภาล่ม,Samphao Lom,14.340,100.570,1401,13000
140110,สวนพริก,Suan Phrik,14.391,100.558,1401,13000
140111,คลองตะเคียน,Khlong Takhian,14.331,100.554,1401,13000
140112,วัดตูม,Wat Tum,14.390,100.539,1401,13000
140113,หันตรา,Hantra,14.371,100.600,1401,13000
140114,ลุมพลี,Lumphli,14.376,100.548,1401,13000
140115,บ้านใหม่,Ban Mai,14.390,100.521,1401,13000
140116,บ้านเกาะ,Ban Ko,14.389,100.582,1401,13000
140117,คลองสวนพลู,Khlong Suan Phlu,14.334,100.595,1401,13000
140118,คลองสระบัว,Khlong Sa Bua,14.371,100.563,1401,13000
140119,เกาะเรียน,Ko Rian,14.318,100.579,1401,13000
140120,บ้านป้อม,Ban Pom,14.347,100.529,1401,13000
140121,บ้านรุม,Ban Run,14.312,100.559,1401,13000
140201,ท่าเรือ,Tha Ruea,14.566,100.719,1402,13130
140202,จำปา,Champa,14.550,100.741,1402,13130
140203,ท่าหลวง,Tha Luang,14.548,100.764,1402,18270
140204,บ้านร่อม,Ban Rom,14.567,100.698,1402,13130
140205,ศาลาลอย,Sala Loi,14.532,100.700,1402,13130
140206,วังแดง,Wang Daeng,14.541,100.670,1402,13130
140207,โพธิ์เอน,Pho En,14.519,100.676,1402,13130
140208,ปากท่า,Pak Tha,14.504,100.692,1402,13130
140209,หนองขนาก,Nong Khanak,14.512,100.732,1402,13130
140210,ท่าเจ้าสนุก,Tha Chao Sanuk,14.543,100.717,1402,13130
140301,นครหลวง,Nakhon Luang,14.469,100.622,1403,13260
140302,ท่าช้าง,Tha Chang,14.511,100.652,1403,13260
140303,บ่อโพง,Bo Phong,14.406,100.603,1403,13260
140304,บ้านชุ้ง,Ban Chung,14.458,100.655,1403,13260
140305,ปากจั่น,Pak Chan,14.440,100.620,1403,13260
140306,บางระกำ,Bang Rakam,14.466,100.589,1403,13260
140307,บางพระครู,Bang Phra Khru,14.483,100.613,1403,13260
140308,แม่ลา,Mae La,14.503,100.619,1403,13260
140309,หนองปลิง,Nong Pling,14.423,100.640,1403,13260
140310,คลองสะแก,Khlong Sakae,14.424,100.604,1403,13260
140311,สามไถ,Sam Thai,14.489,100.675,1403,13260
140312,พระนอน,Phra Non,14.485,100.650,1403,13260
140401,บางไทร,Bang Sai,14.191,100.480,1404,13190
140402,บางพลี,Bang Phli,14.212,100.465,1404,13190
140403,สนามชัย,Sanam Chai,14.213,100.522,1404,13190
140404,บ้านแป้ง,Ban Paeng,14.232,100.507,1404,13190
140405,หน้าไม้,Na Mai,14.315,100.462,1404,13190
140406,บางยี่โท,Bang Yi Tho,14.299,100.445,1404,13190
140407,แคออก,Khae Ok,14.305,100.472,1404,13190
140408,แคตก,Khae Tok,14.287,100.480,1404,13190
140409,ช่างเหล็ก,Chang Lek,14.278,100.453,1404,13190
140410,กระแชง,Krachaeng,14.279,100.505,1404,13190
140411,บ้างกลึง,Ban Klueng,14.309,100.499,1404,13190
140412,ช้างน้อย,Chang Noi,14.252,100.505,1404,13190
140413,ห่อหมก,Homok,14.259,100.474,1404,13190
140414,ไผ่พระ,Phai Phra,14.222,100.432,1404,13190
140415,กกแก้วบูรพา,Kok Kaeo Burapha,14.188,100.435,1404,13190
140416,ไม้ตรา,Mai Tra,14.164,100.473,1404,13190
140417,บ้านม้า,Ban Ma,14.141,100.490,1404,13190
140418,บ้านเกาะ,Ban Ko,14.236,100.460,1404,13190
140419,ราชคราม,Ratchakhram,14.186,100.519,1404,13290
140420,ช้างใหญ่,Chang Yai,14.161,100.522,1404,13290
140422,เชียงรากน้อย,Chiang Rak Noi,14.134,100.561,1404,13290
140423,โคกช้าง,Khok Chang,14.123,100.492,1404,13190
140501,บางบาล,Bang Ban,14.410,100.464,1405,13250
140502,วัดยม,Wat Yom,14.390,100.497,1405,13250
140503,ไทรน้อย,Sai Noi,14.407,100.486,1405,13250
140504,สะพานไทย,Saphan Thai,14.363,100.486,1405,13250
140505,มหาพราหมณ์,Maha Phram,14.364,100.505,1405,13250
140506,กบเจา,Kop Chao,14.347,100.485,1405,13250
140507,บ้านคลัง,Ban Khlang,14.347,100.457,1405,13250
140508,พระขาว,Phra Khao,14.328,100.482,1405,13250
140509,น้ำเต้า,Namtao,14.339,100.438,1405,13250
140510,ทางช้าง,Thang Chang,14.375,100.432,1405,13250
140511,วัดตะกู,Wat Taku,14.388,100.424,1405,13250
140512,บางหลวง,Bang Luang,14.403,100.433,1405,13250
140513,บางหลวงโดด,Bang Luang Dot,14.419,100.430,1405,13250
140514,บางหัก,Bang Hak,14.436,100.439,1405,13250
140515,บางชะนี,Bang Chani,14.429,100.461,1405,13250
140516,บ้านกุ่ม,Ban Kum,14.436,100.492,1405,13250
140601,บ้านเลน,Ban Len,14.241,100.598,1406,13160
140602,เชียงรากน้อย,Chiang Rak Noi,14.160,100.594,1406,13180
140603,บ้านโพ,Ban Pho,14.272,100.588,1406,13160
140604,บ้านกรด,Ban Krot,14.307,100.604,1406,13160
140605,บางกระสั้น,Bang Krasan,14.189,100.565,1406,13160
140606,คลองจิก,Khlong Chik,14.214,100.597,1406,13160
140607,บ้านหว้า,Ban Wa,14.258,100.616,1406,13160
140608,วัดยม,Wat Yom,14.260,100.568,1406,13160
140609,บางประแดง,Bang Pradaeng,14.288,100.544,1406,13160
140610,สามเรือน,Sam Ruean,14.292,100.647,1406,13160
